Song Titles,Artist,Year
Train Food,XXXTENTACION,2018
What Are You So Afraid Of,XXXTENTACION,2018
Staring At The Sky,XXXTENTACION,2018
Difference (Interlude),XXXTENTACION,2018
Look Back At It,A Boogie Wit da Hoodie,2018
This Is It,Scotty McCreery,2018
Imagine,Ariana Grande,2018
(There's No Place Like) Home For The Holidays (1959),Perry Como With Mitchell Ayers And His Orchestra,2018
It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,2018
Happy Xmas (War Is Over),John & Yoko/The Plastic Ono Band With The Harlem Community Choir,2018
Wonderful Christmastime,Paul McCartney,2018
White Christmas (1947),Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,2018
Christmas (Baby Please Come Home),Darlene Love,2018
MoshPit,Kodak Black Featuring Juice WRLD,2018
Cozy Little Christmas,Katy Perry,2018
Testimony,Kodak Black,2018
Sweet But Psycho,Ava Max,2018
Gnarly,Kodak Black Featuring Lil Pump,2018
The Christmas Song,Lauren Daigle,2018
Envy Me,Calboy,2018
"Thank U, Next",Ariana Grande,2019
Without Me,Halsey,2019
All I Want For Christmas Is You,Mariah Carey,2019
Sicko Mode,Travis Scott,2019
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2019
High Hopes,Panic! At The Disco,2019
Happier,Marshmello & Bastille,2019
Jingle Bell Rock,Bobby Helms,2019
Rockin' Around The Christmas Tree,Brenda Lee,2019
A Holly Jolly Christmas,Burl Ives,2019
The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",2019
Drip Too Hard,Lil Baby & Gunna,2019
It's The Most Wonderful Time Of The Year,Andy Williams,2019
Girls Like You,Maroon 5 Featuring Cardi B,2019
ZEZE,Kodak Black Featuring Travis Scott & Offset,2019
Rudolph The Red-Nosed Reindeer,Gene Autry & The Pinafores,2019
Mo Bamba,Sheck Wes,2019
Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,2019
Money,Cardi B,2019
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,2019
Eastside,"benny blanco, Halsey & Khalid",2019
Breathin,Ariana Grande,2019
Better Now,Post Malone,2019
Youngblood,5 Seconds Of Summer,2019
Last Christmas,Wham!,2019
Sleigh Ride,The Ronettes,2019
Lucid Dreams,Juice WRLD,2019
Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,2019
Feliz Navidad,Jose Feliciano,2019
Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",2019
MIA,Bad Bunny Featuring Drake,2019
(There's No Place Like) Home For The Holidays (1959),Perry Como With Mitchell Ayers And His Orchestra,2019
Leave Me Alone,Flipp Dinero,2019
White Christmas (1947),Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,2019
It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,2019
Going Bad,Meek Mill Featuring Drake,2019
A Lot,21 Savage,2019
Trip,Ella Mai,2019
I Like It,"Cardi B, Bad Bunny & J Balvin",2019
Blue Christmas,Elvis Presley,2019
Speechless,Dan + Shay,2019
Happy Xmas (War Is Over),John & Yoko/The Plastic Ono Band With The Harlem Community Choir,2019
Christmas (Baby Please Come Home),Darlene Love,2019
Underneath The Tree,Kelly Clarkson,2019
Run Rudolph Run,Chuck Berry,2019
Natural,Imagine Dragons,2019
Wow.,Post Malone,2019
Love Lies,Khalid & Normani,2019
Jingle Bells,Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins,2019
Beautiful,Bazzi Featuring Camila Cabello,2019
Better,Khalid,2019
Shallow,Lady Gaga & Bradley Cooper,2019
Cozy Little Christmas,Katy Perry,2019
She Got The Best Of Me,Luke Combs,2019
The Christmas Song,Lauren Daigle,2019
Uproar,Lil Wayne,2019
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,2019
Can't Leave Without It,21 Savage,2019
You Say,Lauren Daigle,2019
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,2019
Best Shot,Jimmie Allen,2019
Dangerous,Meek Mill Featuring Jeremih & PnB Rock,2019
Be Alright,Dean Lewis,2019
Drunk Me,Mitchell Tenpenny,2019
Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga,2019
Look Back At It,A Boogie Wit da Hoodie,2019
All My Friends,21 Savage,2019
BAD!,XXXTENTACION,2019
Backin' It Up,Pardison Fontaine Featuring Cardi B,2019
Break Da Law,21 Savage,2019
Imagine,Ariana Grande,2019
Talk To Me,Tory Lanez & Rich The Kid,2019
Monster,21 Savage,2019
Calling My Spirit,Kodak Black,2019
Consequences,Camila Cabello,2019
Armed And Dangerous,Juice WRLD,2019
Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,2019
Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,2019
Sixteen,Thomas Rhett,2019
Burning Man,Dierks Bentley Featuring Brothers Osborne,2019
Beautiful Crazy,Luke Combs,2019
When The Party's Over,Billie Eilish,2019
Sweet But Psycho,Ava Max,2019
This Feeling,The Chainsmokers Featuring Kelsea Ballerini,2019
You,Jacquees,2019
1.5,21 Savage,2019
Girl Like You,Jason Aldean,2019
Out For The Night,21 Savage,2019
Good Girl,Dustin Lynch,2019
No Stylist,French Montana Featuring Drake,2019
Lovely,Billie Eilish & Khalid,2019
Ella Quiere Beber,Anuel AA & Romeo Santos,2019
Gun Smoke,21 Savage,2019
Demons And Angels,A Boogie Wit da Hoodie Featuring Juice WRLD,2019
ASMR,21 Savage,2019
Last Shot,Kip Moore,2019
Fine China,Future & Juice WRLD,2019
Envy Me,Calboy,2019
Lost In Japan,Shawn Mendes X Zedd,2019
This Is It,Scotty McCreery,2019
Baby Shark,Pinkfong,2019
Electricity,Silk City x Dua Lipa,2019
Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,2019
Millionaire,Chris Stapleton,2019
Pure Cocaine,Lil Baby,2019
Take It From Me,Jordan Davis,2019
What Makes You Country,Luke Bryan,2019
Yosemite,Travis Scott,2019
Blue Tacoma,Russell Dickerson,2019
Down To The Honkytonk,Jake Owen,2019
Close Friends,Lil Baby,2019
Love Someone,Lukas Graham,2019
Love Wins,Carrie Underwood,2019
KIKA,6ix9ine Featuring Tory Lanez,2019
Nuketown,Ski Mask The Slump God Featuring Juice WRLD,2019
Ruin My Life,Zara Larsson,2019
Body,Loud Luxury Featuring Brando,2019
Dip,Tyga & Nicki Minaj,2019
Good Form,Nicki Minaj Featuring Lil Wayne,2019
Here Tonight,Brett Young,2019
Burn Out,Midland,2019
Solo de Mi,Bad Bunny,2019
Lucky You,Eminem Featuring Joyner Lucas,2019
Roses,benny blanco & Juice WRLD Featuring Brendon Urie,2019
whoa (mind in awe),XXXTENTACION,2019
Make It Sweet,Old Dominion,2019
Ocean Eyes,Billie Eilish,2019
idontwannabeyouanymore,Billie Eilish,2019
Undecided,Chris Brown,2019
Crushed Up,Future,2019
Butterfly Doors,Lil Pump,2019
Space Cadet,Metro Boomin Featuring Gunna,2019
Valuable Pain,YoungBoy Never Broke Again,2019
Lost In The Fire,Gesaffelstein & The Weeknd,2019
Dancing With A Stranger,Sam Smith & Normani,2019
Twerk,City Girls Featuring Cardi B,2019
Saturday Nights,Khalid & Kane Brown,2019
Nights Like This,Kehlani Featuring Ty Dolla $ign,2019
Thotiana,Blueface,2019
Let Me Down Slowly,Alec Benjamin + Alessia Cara,2019
Jumpin On A Jet,Future,2019
Splashin,Rich The Kid,2019
7 Rings,Ariana Grande,2019
Middle Child,J. Cole,2019
Keanu Reeves,Logic,2019
First Off,Future Featuring Travis Scott,2019
Never Stop,Future,2019
Secreto,Anuel AA & Karol G,2019
Mixed Personalities,YNW Melly Featuring Kanye West,2019
Temptation,Future,2019
Rocket Ship,Future,2019
Pure Water,Mustard & Migos,2019
F&N,Future,2019
On My Way To You,Cody Johnson,2019
Murder On My Mind,YNW Melly,2019
GIRL,Maren Morris,2019
Face My Fears,Hikaru Utada & Skrillex,2019
Call The Coroner,Future,2019
Tequila,Dan + Shay,2019
Put A Date On It,Yo Gotti Featuring Lil Baby,2019
Bury A Friend,Billie Eilish,2019
I'm So Tired...,Lauv & Troye Sivan,2019
Shot Clock,Ella Mai,2019
Sauce!,XXXTENTACION,2019
Con Calma,Daddy Yankee & Katy Perry Featuring Snow,2019
Night Shift,Jon Pardi,2019
Alone,Marshmello,2019
One Call,Gunna,2019
Miss Me More,Kelsea Ballerini,2019
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2019
Needy,Ariana Grande,2019
NASA,Ariana Grande,2019
Bloodline,Ariana Grande,2019
Ghostin,Ariana Grande,2019
Fake Smile,Ariana Grande,2019
Bad Idea,Ariana Grande,2019
In My Head,Ariana Grande,2019
Talk,Khalid,2019
Make Up,Ariana Grande,2019
Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,2019
Rainbow,Kacey Musgraves,2019
Please Me,Cardi B & Bruno Mars,2019
Robbery,Juice WRLD,2019
Red Room,Offset,2019
Talk You Out Of It,Florida Georgia Line,2019
Eyes On You,Chase Rice,2019
365,Zedd & Katy Perry,2019
Worth It,YK Osiris,2019
There Was This Girl,Riley Green,2019
One That Got Away,Michael Ray,2019
Always Remember Us This Way,Lady Gaga,2019
Legacy,Offset Featuring Travis Scott & 21 Savage,2019
Walk Me Home,P!nk,2019
I'll Never Love Again,Lady Gaga,2019
Clout,Offset Featuring Cardi B,2019
How Did I Get Here,Offset Featuring  J. Cole,2019
Outstanding,Gunna,2019
Be Like Me,Lil Pump Featuring Lil Wayne,2019
3 Headed Snake,Gunna Featuring Young Thug,2019
Wit It,Gunna,2019
Lick,Offset,2019
Girls Need Love,Summer Walker X Drake,2019
Speed It Up,Gunna,2019
I Guess I Just Feel Like,John Mayer,2019
Good As You,Kane Brown,2019
Same Yung N***a,Gunna Featuring Playboi Carti,2019
Faucet Failure,Ski Mask The Slump God,2019
Sucker,Jonas Brothers,2019
I,Lil Skies,2019
Look What God Gave Her,Thomas Rhett,2019
Hear Me Calling,Juice WRLD,2019
Bad Liar,Imagine Dragons,2019
Wish You Were Gay,Billie Eilish,2019
Whip,2 Chainz Featuring Travis Scott,2019
Act Up,City Girls,2019
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,2019
Whiskey Glasses,Morgan Wallen,2019
I Can't Get Enough,"benny blanco, Tainy, Selena Gomez & J Balvin",2019
Rule The World,2 Chainz Featuring Ariana Grande,2019
Momma I Hit A Lick,2 Chainz Featuring Kendrick Lamar,2019
Empty,Juice WRLD,2019
Fast,Juice WRLD,2019
Maze,Juice WRLD,2019
Here With Me,Marshmello Featuring CHVRCHES,2019
My Bad,Khalid,2019
Undrunk,FLETCHER,2019
Rumor,Lee Brice,2019
Flaws And Sins,Juice WRLD,2019
Calma,Pedro Capo X Farruko,2019
I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,2019
Numb Numb Juice,ScHoolboy Q,2019
Sally Walker,Iggy Azalea,2019
Slow Dancing In The Dark,Joji,2019
Price On My Head,NAV Featuring The Weeknd,2019
Confessions Of A Dangerous Mind,Logic,2019
Tap,NAV Featuring Meek Mill,2019
Pop Out,Polo G Featuring Lil Tjay,2019
Don't Call Me Up,Mabel,2019
Last Hurrah,Bebe Rexha,2019
Bad Guy,Billie Eilish,2019
Xanny,Billie Eilish,2019
You Should See Me In A Crown,Billie Eilish,2019
My Strange Addiction,Billie Eilish,2019
Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,2019
All The Good Girls Go To Hell,Billie Eilish,2019
I Love You,Billie Eilish,2019
God's Country,Blake Shelton,2019
Ilomilo,Billie Eilish,2019
Listen Before I Go,Billie Eilish,2019
Double Up,Nipsey Hussle Featuring Belly & DOM KENNEDY,2019
Monopoly,Ariana Grande & Victoria Monet,2019
8,Billie Eilish,2019
Last Time That I Checc'd,Nipsey Hussle Featuring YG,2019
Suge,DaBaby,2019
Dedication,Nipsey Hussle Featuring Kendrick Lamar,2019
Cool,Jonas Brothers,2019
Kill This Love,BLACKPINK,2019
Outta My Head,Khalid With John Mayer,2019
Don't Pretend,Khalid x SAFE,2019
Bad Luck,Khalid,2019
Right Back,Khalid Featuring A Boogie Wit da Hoodie,2019
Inmortal,Aventura,2019
Big Ole Freak,Megan Thee Stallion,2019
Victory Lap,Nipsey Hussle Featuring Stacy Barthe,2019
Boy With Luv,BTS Featuring Halsey,2019
Sanguine Paradise,Lil Uzi Vert,2019
Blue On Black,"Five Finger Death Punch Featuring Kenny Wayne Shepherd, Brantley Gilbert & Brian May",2019
SOS,Avicii Featuring Aloe Blacc,2019
That's A Rack,Lil Uzi Vert,2019
Love Ain't,Eli Young Band,2019
Make It Right,BTS Featuring Lauv,2019
"Hey Look Ma, I Made It",Panic! At The Disco,2019
Earth,Lil Dicky,2019
Before I Let Go,Beyonce,2019
Slide,French Montana Featuring Blueface & Lil Tjay,2019
Love Someone,Brett Eldredge,2019
Shotta Flow,NLE Choppa,2019
ME!,Taylor Swift Featuring Brendon Urie,2019
Floating,ScHoolboy Q Featuring 21 Savage,2019
Baila Baila Baila,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,2019
CHopstix,ScHoolboy Q + Travis Scott,2019
Light It Up,"Marshmello, Tyga & Chris Brown",2019
Power Is Power,"SZA, The Weeknd & Travis Scott",2019
Knockin' Boots,Luke Bryan,2019
Love Me Anyway,P!nk Featuring Chris Stapleton,2019
24/7,Meek Mill Featuring Ella Mai,2019
Stop Snitching,YG,2019
If I Can't Have You,Shawn Mendes,2019
Homicide,Logic Featuring Eminem,2019
Truth Hurts,Lizzo,2019
Beer Never Broke My Heart,Luke Combs,2019
Go Loko,"YG, Tyga & Jon Z",2019
Middle Child,PnB Rock & XXXTENTACION,2019
All To Myself,Dan + Shay,2019
Paradise,Bazzi,2019
Die Young,Roddy Ricch,2019
I Don't Care,Ed Sheeran & Justin Bieber,2019
Triggered,Jhene Aiko,2019
Soltera,"Lunay, Daddy Yankee & Bad Bunny",2019
Someone You Loved,Lewis Capaldi,2019
Te Robare,Nicky Jam X Ozuna,2019
Juice,Lizzo,2019
EARFQUAKE,"Tyler, The Creator",2019
Nightmare,Halsey,2019
Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,2019
Higher,DJ Khaled Featuring Nipsey Hussle & John Legend,2019
Just Us,DJ Khaled Featuring SZA,2019
You Stay,"DJ Khaled Featuring Meek Mill, J Balvin, Lil Baby & Jeremih",2019
I Think,"Tyler, The Creator",2019
Celebrate,DJ Khaled Featuring Travis Scott & Post Malone,2019
Jealous,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",2019
Running Out Of Time,"Tyler, The Creator",2019
Igor's Theme,"Tyler, The Creator",2019
New Magic Wand,"Tyler, The Creator",2019
A Boy Is A Gun,"Tyler, The Creator",2019
What's Good,"Tyler, The Creator",2019
What If I Never Get Over You,Lady Antebellum,2019
Puppet,"Tyler, The Creator",2019
Weather The Storm,DJ Khaled Featuring Meek Mill & Lil Baby,2019
The London,"Young Thug, J. Cole & Travis Scott",2019
Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,2019
Easier,5 Seconds Of Summer,2019
Isis,Joyner Lucas Featuring Logic,2019
Some Of It,Eric Church,2019
Bacc At It Again,"Yella Beezy, Gucci Mane & Quavo",2019
HP,Maluma,2019
Rearview Town,Jason Aldean,2019
Never Really Over,Katy Perry,2019
Press,Cardi B,2019
Mother's Daughter,Miley Cyrus,2019
Call You Mine,The Chainsmokers & Bebe Rexha,2019
The Search,NF,2019
Shut Up About Politics,John Rich Featuring The Five,2019
La La Land,Bryce Vine Featuring YG,2019
Ran$om,Lil Tecca,2019
Under Enemy Arms,Trippie Redd,2019
Raised On Country,Chris Young,2019
Trampoline,SHAED,2019
No Guidance,Chris Brown Featuring Drake,2019
Even Though I'm Leaving,Luke Combs,2019
The Git Up,Blanco Brown,2019
Callaita,Bad Bunny & Tainy,2019
Heaven,Avicii,2019
Please Tell Me,Future,2019
Amor Genuino,Ozuna,2019
Only Human,Jonas Brothers,2019
XanaX Damage,Future,2019
Government Official,Future,2019
Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",2019
You Need To Calm Down,Taylor Swift,2019
Money In The Grave,Drake Featuring Rick Ross,2019
Omerta,Drake,2019
Down Bad,"Dreamville Featuring JID, Bas, J. Cole, EARTHGANG & Young Nudy",2019
Sanctuary,Joji,2019
Wake Up,Travis Scott,2019
Rescue Me,Marshmello Featuring A Day To Remember,2019
It's You,Ali Gatie,2019
The Ones That Didn't Make It Back Home,Justin Moore,2019
Senorita,Shawn Mendes & Camila Cabello,2019
Panini,Lil Nas X,2019
MEGATRON,Nicki Minaj,2019
Rodeo,Lil Nas X & Cardi B Or Nas,2019
One Thing Right,Marshmello & Kane Brown,2019
Out The Mud,Lil Baby Featuring Future,2019
Cash Shit,Megan Thee Stallion Featuring DaBaby,2019
Summer Days,Martin Garrix Featuring Macklemore & Patrick Stump,2019
Beautiful People,Ed Sheeran Featuring Khalid,2019
Higher Love,Kygo X Whitney Houston,2019
Que Pretendes,J Balvin & Bad Bunny,2019
Don't Check On Me,Chris Brown Featuring Justin Bieber & Ink,2019
When I Grow Up,NF,2019
My Type,Saweetie,2019
Lalala,Y2K & bbno$,2019
Goodbyes,Post Malone Featuring Young Thug,2019
Under The Sun,"Dreamville Featuring J. Cole, Lute & DaBaby",2019
BLOW,Ed Sheeran With Chris Stapleton & Bruno Mars,2019
Costa Rica,"Dreamville Featuring Bas, JID, Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God",2019
No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",2019
I Don't Know About You,Chris Lane,2019
Antisocial,Ed Sheeran & Travis Scott,2019
South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B,2019
Remember The Name,Ed Sheeran Featuring Eminem & 50 Cent,2019
Tip Of My Tongue,Kenny Chesney,2019
Baguettes In The Face,"Mustard Featuring NAV, Playboi Carti & A Boogie Wit da Hoodie",2019
Like A Rodeo,Kane Brown,2019
Time,NF,2019
Southbound,Carrie Underwood,2019
Spirit,Beyonce,2019
Best Part Of Me,Ed Sheeran Featuring YEBBA,2019
How Do You Sleep?,Sam Smith,2019
Baby,Lil Baby & DaBaby,2019
China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",2019
The Archer,Taylor Swift,2019
Brown Skin Girl,"Beyonce, SAINt JHN & Wizkid Featuring Blue Ivy Carter",2019
Hate Me,Ellie Goulding & Juice WRLD,2019
Mood 4 Eva,"Beyonce, JAY-Z & Childish Gambino Featuring Oumou Sangare",2019
Ballin',Mustard & Roddy Ricch,2019
Gold Roses,Rick Ross Featuring Drake,2019
Hot Shower,Chance The Rapper Featuring MadeinTYO & DaBaby,2019
Single Again,Big Sean,2019
Takeaway,The Chainsmokers & ILLENIUM Featuring Lennon Stella,2019
Living,Dierks Bentley,2019
Leave Me Alone,NF,2019
Daddy,Blueface & Rich The Kid,2019
All Day Long,Chance The Rapper Featuring John Legend,2019
Do You Remember,Chance The Rapper Featuring Death Cab For Cutie,2019
Boyfriend,Ariana Grande & Social House,2019
Trust Issues,Drake,2019
How About Now,Drake,2019
The Motion,Drake,2019
Queen Of Mean,Sarah Jeffery,2019
Dreams Money Can Buy,Drake,2019
Uno,Ambjaay,2019
Club Paradise,Drake,2019
We Were,Keith Urban,2019
Fear Inoculum,Tool,2019
Love You Too Late,Cole Swindell,2019
Days In The East,Drake,2019
What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,2019
Prayed For You,Matt Stell,2019
Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",2019
Mac 10,Trippie Redd Featuring Lil Baby & Lil Duke,2019
Small Talk,Katy Perry,2019
Night Falls,"Dove Cameron, Sofia Carson, Booboo Stewart, Cameron Boyce, Thomas Doherty, China Anne McClain & Dylan Playfair",2019
On Chill,Wale Featuring Jeremih,2019
Snake Skin,Trippie Redd,2019
Buy My Own Drinks,Runaway June,2019
F.N,Lil Tjay,2019
Baby Sitter,DaBaby Featuring Offset,2019
Lover,Taylor Swift,2019
Hot,Young Thug Featuring Gunna,2019
Bad Bad Bad,Young Thug Featuring Lil Baby,2019
Motivation,Normani,2019
Slide Away,Miley Cyrus,2019
What's The Move,Young Thug Featuring Lil Uzi Vert,2019
Just How It Is,Young Thug,2019
Surf,Young Thug Featuring Gunna,2019
Sup Mate,Young Thug Featuring Future,2019
Won't Be Late,Swae Lee Featuring Drake,2019
Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen,2019
Light It Up,Young Thug,2019
Juicy,Doja Cat & Tyga,2019
Lil Baby,Young Thug,2019
Ecstasy,Young Thug Featuring Machine Gun Kelly,2019
Every Little Thing,Russell Dickerson,2019
Did It Again,Lil Tecca,2019
The Man,Taylor Swift,2019
I Forgot That You Existed,Taylor Swift,2019
Cruel Summer,Taylor Swift,2019
Paper Rings,Taylor Swift,2019
Miss Americana & The Heartbreak Prince,Taylor Swift,2019
I Think He Knows,Taylor Swift,2019
Good As Hell,Lizzo,2019
Cornelia Street,Taylor Swift,2019
London Boy,Taylor Swift,2019
Soon You'll Get Better,Taylor Swift Featuring Dixie Chicks,2019
Death By A Thousand Cuts,Taylor Swift,2019
Afterglow,Taylor Swift,2019
False God,Taylor Swift,2019
Playing Games,Summer Walker,2019
Daylight,Taylor Swift,2019
One Man Band,Old Dominion,2019
It's Nice To Have A Friend,Taylor Swift,2019
Circles,Post Malone,2019
Doin' Time,Lana Del Rey,2019
Babushka Boi,A$AP Rocky,2019
Heat,Chris Brown Featuring Gunna,2019
Out Of Luck,Lil Tecca,2019
Shots,Lil Tecca,2019
Bezerk,Big Sean Featuring A$AP Ferg & Hit-Boy,2019
Good Vibes,Chris Janson,2019
God Only Knows,for KING & COUNTRY,2019
The Bones,Maren Morris,2019
Love Me,Lil Tecca,2019
La Cancion,J Balvin & Bad Bunny,2019
Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,2019
Hollywood's Bleeding,Post Malone,2019
Enemies,Post Malone Featuring DaBaby,2019
Saint-Tropez,Post Malone,2019
Die For Me,Post Malone Featuring Future & Halsey,2019
On The Road,Post Malone Featuring Meek Mill & Lil Baby,2019
A Thousand Bad Times,Post Malone,2019
I'm Gonna Be,Post Malone,2019
Staring At The Sun,Post Malone Featuring SZA,2019
Allergic,Post Malone,2019
Myself,Post Malone,2019
I Know,Post Malone,2019
Liar,Camila Cabello,2019
Internet,Post Malone,2019
Shameless,Camila Cabello,2019
Self Control,YoungBoy Never Broke Again,2019
homecoming queen?,Kelsea Ballerini,2019
223's,YNW Melly & 9lokknine,2019
Don't Call Me Angel (Charlie's Angels),"Ariana Grande, Miley Cyrus & Lana Del Rey",2019
Camelot,NLE Choppa,2019
Graveyard,Halsey,2019
Behind Barz,Drake,2019
Mood Swings,A Boogie Wit da Hoodie,2019
Hot Girl Bummer,blackbear,2019
"1, 2 Many",Luke Combs & Brooks & Dunn,2019
Remember You Young,Thomas Rhett,2019
INTRO,DaBaby,2019
Memories,Maroon 5,2019
Adicto,"Tainy, Anuel AA & Ozuna",2019
Stuck In A Dream,Lil Mosey x Gunna,2019
Loco Contigo,"DJ Snake, J. Balvin & Tyga",2019
BOP,DaBaby,2019
VIBEZ,DaBaby,2019
TOES,DaBaby Featuring Lil Baby & Moneybagg Yo,2019
iPHONE,DaBaby & Nicki Minaj,2019
OFF THE RIP,DaBaby,2019
POP STAR,DaBaby Featuring Kevin Gates,2019
RAW SHIT,DaBaby Featuring Migos,2019
GOSPEL,"DaBaby Featuring Chance The Rapper, Gucci Mane & YK Osiris",2019
Writing On The Wall,"French Montana Featuring Post Malone, Cardi B & Rvssian",2019
REALLY,DaBaby Featuring Stunna 4 Vegas,2019
XXL,DaBaby,2019
PROLLY HEARD,DaBaby,2019
Chicken Noodle Soup,j-hope Featuring Becky G.,2019
Heartache Medication,Jon Pardi,2019
